codigo_proceso,t2.procedimiento,t2.actividad,Código,Nombre de la Actividad
T160273,Ejecutar la transacción,reportar error [act285] ,ACT285,Registrar Incidente
T160273,Procesar Operaciones del Cliente en el Contact Center y BPO,autenticar clientes ,ACT045,Autenticar Cliente
T160273,Procesar operaciones del cliente en el Contact Center,autenticar clientes ,ACT045,Autenticar Cliente
T160273,Realizar paso asesor,autenticar clientes ,ACT045,Autenticar Cliente
T160273,Realizar paso asesor,informar resultado [act209] ,ACT209,Informar Resultado
T160273,Realizar paso asesor,redirigir consulta act270 ,ACT270,Redirigir Consulta
T160275,Consolidar Gestión de BPO,cargar información [act066] ,ACT066,Cargar InformaciÃ³n
T160275,Consolidar Gestión de BPO,extraer información [act173] ,ACT173,Extraer InformaciÃ³n
T160275,Consolidar Gestión de BPO,informar resultado [act209] ,ACT209,Informar Resultado
T160275,Gestionar Incidentes,informar resultado [act209] ,ACT209,Informar Resultado
T160275,Gestionar Incidentes,recibir información [act266] ,ACT266,Recibir InformaciÃ³n
T160275,Gestionar Incidentes,redirigir consulta act270 ,ACT270,Redirigir Consulta
T160275,Gestionar Incidentes,registrar evento [act274] ,ACT274,Registrar Evento
T160275,Gestionar Incidentes,solicitar información [act318] ,ACT318,Solicitar InformaciÃ³n
T160275,Gestionar Mesas de Alquiler,configurar parámetros [act081] ,ACT081,Configurar ParÃ¡metros
T160275,Gestionar Mesas de Alquiler,enviar información [act156] ,ACT156,Enviar InformaciÃ³n
T160275,Gestionar Mesas de Alquiler,informar resultado [act209] ,ACT209,Informar Resultado
T160275,Gestionar Mesas de Alquiler,publicar información [act243] ,ACT243,Publicar InformaciÃ³n
T160275,Gestionar Mesas de Alquiler,recibir información [act266] ,ACT266,Recibir InformaciÃ³n
T160275,Gestionar Mesas de Alquiler,validar solicitud [act348] ,ACT348,Validar Solicitud
T160275,Gestionar Mesas de Alquiler,modificar documento [act374] ,ACT374,Actualizar Documento
T160275,Gestionar la información de servicios de interacciones a distancia,actualizar registro [act011] ,ACT011,Actualizar Registro
T160275,Gestionar la información de servicios de interacciones a distancia,estructurar información [act165] ,ACT165,Estructurar InformaciÃ³n
T160275,Gestionar la información de servicios de interacciones a distancia,gestionar inconsistencias [act191] ,ACT191,Gestionar Inconsistencias
T160275,Gestionar la información de servicios de interacciones a distancia,identificar inconsistencia [act202] ,ACT202,Identificar Inconsistencia
T160275,Gestionar la información de servicios de interacciones a distancia,publicar información [act243] ,ACT243,Publicar InformaciÃ³n
T160275,Gestionar la información de servicios de interacciones a distancia,recibir información [act266] ,ACT266,Recibir InformaciÃ³n
T160275,Gestionar la información de servicios de interacciones a distancia,revisar trazabilidad [act301] ,ACT301,Realizar Trazabilidad
T160275,Realizar Monitoreos,configurar parámetros [act081] ,ACT081,Configurar ParÃ¡metros
T160275,Realizar Monitoreos,estrucutrar información [act165] ,ACT165,Estructurar InformaciÃ³n
T160275,Realizar Monitoreos,gestionar alerta [act181] ,ACT181,Atender Alerta
T160275,Realizar Monitoreos,identificar inconsistencia [act202] ,ACT202,Identificar Inconsistencia
T160275,Realizar Monitoreos,implementar solución [act204] ,ACT204,Implementar SoluciÃ³n
T160275,Realizar Monitoreos,informar resultado [act209] ,ACT209,Informar Resultado
T160275,Realizar Monitoreos,ingresar alertas [act210] ,ACT210,Registrar Alerta
T160275,Realizar Monitoreos,ingresar alerta [act210] ,ACT210,Registrar Alerta
T160275,Realizar Monitoreos,monitorear alertas críticas [act218] ,ACT218,Monitorear Alertas
T160275,Realizar Monitoreos,recibir información [act266] ,ACT266,Recibir InformaciÃ³n
T160275,Realizar Monitoreos,validar información [act341] ,ACT341,Validar InformaciÃ³n
T160275,Realizar gestión de quejas o  solicitud de grabaciones,definir condición [act114] ,ACT114,Definir CondiciÃ³n
T160275,Realizar gestión de quejas o  solicitud de grabaciones,enviar información [act156] ,ACT156,Enviar InformaciÃ³n
T160275,Realizar gestión de quejas o  solicitud de grabaciones,informar resultado [act209] ,ACT209,Informar Resultado
T160275,Realizar gestión de quejas o  solicitud de grabaciones,solicitar información [act318] ,ACT318,Solicitar InformaciÃ³n
T160275,Realizar gestión de quejas o  solicitud de grabaciones,solicitar soporte [act320] ,ACT320,Solicitar Soporte
T160275,Realizar gestión de quejas o  solicitud de grabaciones,validar información [act341] ,ACT341,Validar InformaciÃ³n
T160275,Realizar seguimiento de indicadores,enviar información [act156] ,ACT156,Enviar InformaciÃ³n
T160275,Realizar seguimiento de indicadores,estructurar información [act165] ,ACT165,Estructurar InformaciÃ³n
T160275,Realizar seguimiento de indicadores,recibir información [act266] ,ACT266,Recibir InformaciÃ³n
T160275,Realizar seguimiento de indicadores,solicitar información [act318] ,ACT318,Solicitar InformaciÃ³n
T160275,Realizar seguimiento de indicadores,validar información [act341] ,ACT341,Validar InformaciÃ³n
T160275,Realizar seguimiento de indicadores,modificar documento [act374] ,ACT374,Actualizar Documento
T160288,Contingencia procesar pagos,contigencia procesar pagos de negocios fiduciarios ,ACT237,Procesar Pago
T160288,Contingencia procesar pagos,activar contingencia ,ACT363,Activar Contingencia
T160288,Procesar pagos de Negocios Fiduciarios,contingencia procesar pagos de negocios fiduciarios ,ACT237,Procesar Pago
T160288,Procesar pagos de Negocios Fiduciarios,"c001 validar firmas y condiciones de manejo, verificando para visar firmas ",ACT335,Validar Firma
T160290,Gestionar Novedades,radicar solicitud de actualización de mapas contables ,CMT79,Radicar Solicitud
T160290,Gestionar Novedades,cerrar caso de novedad ,CP0061,Cerrar caso.
T160290,Procedimiento contingente,activar contingencia ,ACT363,Activar Contingencia
T160290,Realizar la causación de los fideicomisos,m: cumplimiento de los servicios p: procesar pagos de negocios fiduciarios ,ACT237,Procesar Pago
T160290,Realizar la causación de los fideicomisos,m: cumplimiento de los servicios p: procesar pagos de los negocios fiduciarios ,ACT237,Procesar Pago
T160290,Recibir Facturas,devolver solicitud al cliente ,ACT377,Devolver Solicitud
T160295,Procesar Negocios de Cartera,m: cumplimiento de los servicios p: elaborar informes de negocios fiduciarios ,CMP86,Elaborar Informe
T160295,Procesar Negocios de Cartera,gestionar inconsistencias [act191] ,ACT191,Gestionar Inconsistencias
T160295,Procesar Negocios de Cartera,informar resultado [act209] ,ACT209,Informar Resultado
T160295,Procesar Negocios de Cartera,procesar pago [act237] ,ACT237,Procesar Pago
T160295,Procesar Negocios de Cartera,m: cumplimiento de los servicios p: procesar pagos de negocios fiduciarios ,ACT237,Procesar Pago
T160295,Procesar Negocios de Cartera,procesar solicitud [act238] ,ACT238,Procesar Solicitud
T160295,Procesar Negocios de Cartera,recibir información [act266] ,ACT266,Recibir InformaciÃ³n
T1603106,Gestionar Transacciones de Fondos,enviar comunicación/ notificación a clientes [cmc01] ,CMC01,Enviar ComunicaciÃ³n NotificaciÃ³n
T1603106,Gestionar Transacciones de Fondos,c001 validar identidad del cliente [cmt81] ,CMT81,Validar Identidad Del Cliente
T1603106,Gestionar Transacciones de Fondos,m:cumplimiento de los servicios p: autenticar cliente usuario en sucursal ,ACT045,Autenticar Cliente
T1603106,Gestionar Transacciones de Fondos,c002 autenticar cliente ,ACT045,Autenticar Cliente
T1603106,Gestionar Transacciones de Fondos,autorizar transacción [act052] ,ACT052,Autorizar TransacciÃ³n
T1603106,Gestionar Transacciones de Fondos,gestionar inconsistencias [act191] ,ACT191,Gestionar Inconsistencias
T1603106,Gestionar Transacciones de Fondos,procesar pago [act237] ,ACT237,Procesar Pago
T1603106,Gestionar Transacciones de Fondos,recibir la información [act266] ,ACT266,Recibir InformaciÃ³n
T1603106,Procedimiento de Contingencia,gestionar inconsistencias [act191] ,ACT191,Gestionar Inconsistencias
T1603106,Procedimiento de Contingencia,activar contingencia sterling (pab) ,ACT363,Activar Contingencia
T160331,Gestionar FICS,configurar parámetros [act081] ,ACT081,Configurar ParÃ¡metros
T160331,Gestionar FICS,gestionar inconsistencias [act191] ,ACT191,Gestionar Inconsistencias
T160331,Gestionar FICS,informar resultado [act209] ,ACT209,Informar Resultado
T160331,Gestionar FICS,procesar solicitud [act238] ,ACT238,Procesar Solicitud
T160331,Gestionar FICS,rechazar solicitud [act264] ,ACT264,Rechazar Solicitud
T160331,Gestionar FICS,registrar evento [act274] ,ACT274,Registrar Evento
T160338,Gestionar Liquidez para Fondos de Inversión,autorizar transacción [act052] ,ACT052,Autorizar TransacciÃ³n
T160338,Gestionar Liquidez para Fondos de Inversión,enviar información [act156] ,ACT156,Enviar InformaciÃ³n
T160338,Gestionar Liquidez para Fondos de Inversión,gestionar inconsistencias ,ACT191,Gestionar Inconsistencias
T160338,Gestionar Liquidez para Fondos de Inversión,gestionar inconsistencias [act191] ,ACT191,Gestionar Inconsistencias
T160338,Gestionar Liquidez para Fondos de Inversión,procesar pago [act237] ,ACT237,Procesar Pago
T160338,Procedimiento de Contingencia,activar contingencia [act363] ,ACT363,Activar Contingencia
T160338,Procedimiento de Contingencia,restablecer operación normal [act375] ,ACT375,Restablecer OperaciÃ³n Normal
T160355,Modificar Operacion Renta Inmuebles,c009: validar solicitud ,ACT348,Validar Solicitud
T160355,Modificar Operacion Renta Inmuebles,notificar y cerrar solicitud ,ACT378,Cerrar Solicitud
T160355,Modificar Operacion Renta inmuebles,c009: validar solicitud ,ACT348,Validar Solicitud
T160355,Modificar Operaciones,rechazar solicitud ,ACT264,Rechazar Solicitud
T160355,Modificar Operaciones,validar solicitud de modificación por parte del cliente * ,ACT348,Validar Solicitud
T160355,Modificar Operaciones,validar solicitud de modificación por parte del cliente ,ACT348,Validar Solicitud
T160362,Pagar facturas electrónicas de Seguros,m: gestionar servicios corporativos p: procesar pago de factura de proveedores ,ACT237,Procesar Pago
T160362,Pagar facturas electrónicas de Seguros,m: soporte organizacional p: procesar pago de factura de proveedores ,ACT237,Procesar Pago
T160362,Pagar facturas electrónicas de Seguros,m: gestionar servicios corporativos p: procesar pago de facturas a proveedores ,ACT237,Procesar Pago
T160370,Contingencia Actividades Criticas,ajustar valor [act016] ,ACT016,Ajustar Valor
T160370,Contingencia Actividades Criticas,anular solicitud [act024] ,ACT024,Cancelar Solicitud
T160370,Contingencia Actividades Criticas,archivar documento [act032] ,ACT032,Archivar Documento
T160370,Contingencia Actividades Criticas,autorizar transacción [act052] ,ACT052,Autorizar TransacciÃ³n
T160370,Contingencia Actividades Criticas,confirmar recepción de fondos [act094] ,ACT094,Confirmar RecepciÃ³n De Fondos
T160370,Contingencia Actividades Criticas,descargar reporte [act122] ,ACT122,Descargar Reporte
T160370,Contingencia Actividades Criticas,enviar información [act156] ,ACT156,Enviar InformaciÃ³n
T160370,Contingencia Actividades Criticas,gestionar inconsistencias [act191] ,ACT191,Gestionar Inconsistencias
T160370,Contingencia Actividades Criticas,gestionar inconsistencias recaudo bancolombia ,ACT191,Gestionar Inconsistencias
T160370,Contingencia Actividades Criticas,recibir información (act266) ,ACT266,Recibir InformaciÃ³n
T160370,Contingencia Actividades Criticas,recibir información [act266] ,ACT266,Recibir InformaciÃ³n
T160370,Realizar recaudo para mercado de capitales,ajustar valor [act016] ,ACT016,Ajustar Valor
T160370,Realizar recaudo para mercado de capitales,anular solicitud [act024] ,ACT024,Cancelar Solicitud
T160370,Realizar recaudo para mercado de capitales,archivar documento [act032] ,ACT032,Archivar Documento
T160370,Realizar recaudo para mercado de capitales,autorizar transacción [act052] ,ACT052,Autorizar TransacciÃ³n
T160370,Realizar recaudo para mercado de capitales,confirmar recepción de fondos [act094] ,ACT094,Confirmar RecepciÃ³n De Fondos
T160370,Realizar recaudo para mercado de capitales,descargar reporte [act122] ,ACT122,Descargar Reporte
T160370,Realizar recaudo para mercado de capitales,enviar información [act156] ,ACT156,Enviar InformaciÃ³n
T160370,Realizar recaudo para mercado de capitales,gestionar inconsistencias recaudo bancolombia ,ACT191,Gestionar Inconsistencias
T160370,Realizar recaudo para mercado de capitales,gestionar inconsistencias [act191] ,ACT191,Gestionar Inconsistencias
T160370,Realizar recaudo para mercado de capitales,recibir información [act266] ,ACT266,Recibir InformaciÃ³n
T160370,Realizar recaudo para mercado de capitales,recibir información (act266) ,ACT266,Recibir InformaciÃ³n
T160420,Procesar Novedades y Mantenimientos Swift,radicar solicitud de modificación del cliente en swift ,CMT79,Radicar Solicitud
T160440,Realizar Estudio de Crédito Hipotecario,rechazar solicitud de fraude ,ACT264,Rechazar Solicitud
T160440,Solicitar reestudio,rechazar solicitud ,ACT264,Rechazar Solicitud
T160440,Solicitar reestudio,validar resultado de motor ,ACT347,Validar Resultado
T160440,Validar Inmueble,rechazar solicitud ,ACT264,Rechazar Solicitud
T160443,Ejecutar procedimientos MASIVOS,rechazar solicitud al radicador ,ACT264,Rechazar Solicitud
T160443,Estudiar  solicitudes de  PROTECCIÓN,asignar solicitud de crédito ,CMP75,Asignar Solicitud
T160443,Estudiar  solicitudes de  PROTECCIÓN,aprobar solicitud de crédito ,CMP77,Aprobar Solicitud
T160443,Estudiar  solicitudes de  PROTECCIÓN,rechazar solicitud de crédito ,ACT264,Rechazar Solicitud
T160443,Estudiar  solicitudes de  PROTECCIÓN,devolver solicitud de crédito ,ACT377,Devolver Solicitud
T160443,Estudiar  solicitudes de PREFERENCIAL,asignar solicitudes de crédito modelo de fraudes ,CMP75,Asignar Solicitud
T160443,Estudiar  solicitudes de PREFERENCIAL,asignar solicitudes de bizagi go ,CMP75,Asignar Solicitud
T160443,Estudiar  solicitudes de PREFERENCIAL,asignar solicitudes de bizagi ,CMP75,Asignar Solicitud
T160443,Estudiar  solicitudes de PREFERENCIAL,asignar solicitudes bancacolombia ,CMP75,Asignar Solicitud
T160443,Estudiar  solicitudes de PREFERENCIAL,rechazar solicitud de crédito ,ACT264,Rechazar Solicitud
T160443,Estudiar  solicitudes de PREFERENCIAL,rechazar solicitud ,ACT264,Rechazar Solicitud
T160443,Estudiar  solicitudes de PREFERENCIAL,validar solicitud ,ACT348,Validar Solicitud
T160443,Estudiar  solicitudes de PREFERENCIAL,devolver solicitud de crédito ,ACT377,Devolver Solicitud
T160443,Estudiar  solicitudes de PREFERENCIAL,devolver solicitud ,ACT377,Devolver Solicitud
T160443,Estudiar solicitudes Mesa de Fraudes,asignar solicitudes modelo de fraudes ,CMP75,Asignar Solicitud
T160443,Estudiar solicitudes Mesa de Fraudes,aprobar solicitud ,CMP77,Aprobar Solicitud
T160443,Estudiar solicitudes Mesa de Fraudes,rechazar solicitud de crédito ,ACT264,Rechazar Solicitud
T160443,Estudiar solicitudes Mesa de Fraudes,devolver solicitud de crédito ,ACT377,Devolver Solicitud
T160443,Estudiar solicitudes de BPO,asignar solicitudes de crédito ,CMP75,Asignar Solicitud
